Frequency,Tissue,Source,Permittivity,elec_cond
2.25,Eye Lens (Nucleus),Eye (Lens),34.1777281276084,0.987992608836213
2.25,Fat,Fat (Average Infiltrated),10.8814985356045,0.242490673666113
2.25,Fat (Average Infiltrated),Fat (Average Infiltrated),10.8814985356045,0.242490673666113
2.25,Fat (Not Infiltrated),Fat (Not Infiltrated),5.3009931280603,0.0959825427517404
2.25,Gallbladder,Gallbladder,57.8168745415831,1.91889486512437
2.25,Heart Lumen,Blood,58.5975620569039,2.37911063088351
2.25,Heart Muscle,Heart Muscle,55.240797418793,2.0982922260075
2.25,Hippocampus,Brain (Grey Matter),49.2466416586126,1.67139836037176
2.25,Hypophysis,Thyroid gland,57.4883893541789,1.81308609650205
2.25,Hypothalamus,Brain (Grey Matter),49.2466416586126,1.67139836037176
2.25,Intervertebral Disc,Intervertebral Disc,40.0417147638172,1.58981243172469
2.25,Kidney,Kidney,53.2105197449162,2.27432946016508
2.25,Kidney (Cortex),Kidney,53.2105197449162,2.27432946016508
2.25,Kidney (Medulla),Kidney,53.2105197449162,2.27432946016508
2.25,Large Intestine,Large Intestine,54.2447708321046,1.88700095753672
2.25,Large Intestine Lumen,Muscles,52.9760808744069,1.60697336387224
2.25,Larynx,Cartilage,39.2044434044022,1.60369018617356
2.25,Liver,Liver,43.37250704987,1.55674291527449
2.25,Lung,Lung(Inflated),20.6115815873684,0.74950004446095
2.25,Lung (Deflated),Lung (Deflated),48.675588224641,1.54985148949137
2.25,Lung (Inflated),Lung (Inflated),20.6115815873684,0.74950004446095
2.25,Lymph,,0.0,0.0
2.25,Lymphnode,Mesenchymal Lymph Node,51.8079623214377,1.75037042577399
2.25,Mandible,Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Medulla Oblongata,Cerebellum,45.169733991563,1.97398730808976
2.25,Meniscus,Cartilage,39.2044434044022,1.60369018617356
2.25,Midbrain,Cerebellum,45.169733991563,1.97398730808976
2.25,Mucous Membrane,Muscles,52.9760808744069,1.60697336387224
2.25,Muscle,Muscles,52.9760808744069,1.60697336387224
2.25,Nerve,Nerve,30.3512556387645,1.00835558121357
2.25,Ovary,Ovary,45.1762618536542,2.12075007918481
2.25,Pancreas,Thyroid gland,57.4883893541789,1.81308609650205
2.25,Penis,Blood Vessel Wall,42.7775250977087,1.31306339253117
2.25,Pharynx,Air,1.0,0.0
2.25,Pineal Body,Thyroid gland,57.4883893541789,1.81308609650205
2.25,Placenta,Blood,58.5975620569039,2.37911063088351
2.25,Pons,Cerebellum,45.169733991563,1.97398730808976
2.25,Prostate,Testis,57.8666914545666,2.01023640188911
2.25,Salivary Gland,Salivary Gland,52.1577755538696,1.85556214506615
2.25,SAT (Subcutaneous Fat),Fat (Average Infiltrated),10.8814985356045,0.242490673666113
2.25,Scalp,Skin,38.2396271570577,1.37277809413212
2.25,Seminal vesicle,Testis,57.8666914545666,2.01023640188911
2.25,Skin,Skin (Dry),38.2396271570577,1.37277809413212
2.25,Skull,Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Skull (Cancellous),Bone Cancellous,18.7818468688394,0.735751979424631
2.25,Skull (Cortical),Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Small Intestine,Small Intestine,54.8423925014275,3.01765206376741
2.25,Small Intestine Lumen,Muscles,52.9760808744069,1.60697336387224
2.25,Spinal Cord,Nerve,30.3512556387645,1.00835558121357
2.25,Spleen,Spleen,52.8454319317922,2.08868692985771
2.25,Stomach,Stomach,62.4825958602173,2.04079259325336
2.25,Stomach Lumen,Muscle,52.9760808744069,1.60697336387224
2.25,Tendon\Ligament,Tendon\Ligament,43.4739188334528,1.52519507980793
2.25,Testis,Testis,57.8666914545666,2.01023640188911
2.25,Thalamus,Brain (Grey Matter),49.2466416586126,1.67139836037176
2.25,Thymus,Thymus,51.8628390105593,1.9317141294653
2.25,Thyroid Gland,Thyroid gland,57.4883893541789,1.81308609650205
2.25,Tongue,Tongue,52.9104538996133,1.66000709702886
2.25,Tooth,Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Tooth (Dentine),Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Tooth (Enamel),Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Trachea,Trachea,39.9642147779217,1.33850085108144
2.25,Trachea Lumen,Trachea Lumen,1.0,0.0
2.25,Ureter\Urethra,Blood Vessel Wall,42.7775250977087,1.31306339253117
2.25,Urinary Bladder Wall,Urinary Bladder Wall,18.1036190594304,0.635746854760971
2.25,Urine,Urine,67.9220713385495,2.68665586233081
2.25,Uterus,Uterus,58.1471271595279,2.08736326031621
2.25,Vagina,Large Intestine,54.2447708321046,1.88700095753672
2.25,Vertebrae,Bone (Cortical),11.5001352693997,0.355956841411758
2.25,Water,Water,83.5555692173873,1.14875419405226
2.3,Adrenal Gland,Adrenal Gland,48.3721995843026,1.67759010767949
2.3,Air,Air,1.0,0.0
2.3,Bile,Bile,68.5266489387159,2.6734584457509
2.3,Blood,Blood,58.5137305839939,2.41961300437127
2.3,Blood Plasma,,0.0,0.0
2.3,Blood Serum,,0.0,0.0
2.3,Blood Vessel Wall,Blood Vessel Wall,42.7158413474234,1.34293970834535
2.3,Bone (Cancellous),Bone (Cancellous),18.7227211574227,0.75290548022214
2.3,Bone (Cortical),Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Bone Marrow (Red),Bone Marrow (Red),10.391052430132,0.432225299993724
2.3,Bone Marrow (Yellow),Bone Marrow (Yellow),5.31351794506708,0.0890058739490121
2.3,Brain,Cerebellum,45.0759527725929,2.00530484375397
2.3,Brain (Grey Matter),Brain (Grey Matter),49.161354319532,1.70481845558181
2.3,Brain (White Matter),Brain (White Matter),36.3475844387301,1.14088444927726
2.3,Breast Fat,Breast Fat,5.17557660303106,0.126354547876285
2.3,Breast Gland,Thyroid gland,57.4164099669961,1.85088583241513
2.3,Bronchi,Trachea,39.9058749536486,1.3654747483627
2.3,Bronchi lumen,Bronchi lumen,1.0,0.0
2.3,Cartilage,Cartilage,39.0952164937607,1.64112520783911
2.3,Cerebellum,Cerebellum,45.0759527725929,2.00530484375397
2.3,Cerebrospinal Fluid,Cerebrospinal Fluid,66.4683599661201,3.32323135325544
2.3,Cervix,Cervix,47.7944447361135,1.62975143509862
2.3,Commissura Anterior,Brain (White Matter),36.3475844387301,1.14088444927726
2.3,Commissura Posterior,Brain (White Matter),36.3475844387301,1.14088444927726
2.3,Connective Tissue,Tendon\Ligament,43.3861559527341,1.56423879382445
2.3,Diaphragm,Muscles,52.9141570522279,1.63916135525354
2.3,Ductus Deferens,Blood Vessel Wall,42.7158413474234,1.34293970834535
2.3,Dura,Dura,42.2278441511532,1.58208532423626
2.3,Epididymis,Testis,57.787260206287,2.0486917251479
2.3,Esophagus,Stomach,62.4013731789722,2.08225473442482
2.3,Esophagus Lumen,Esophagus Lumen,1.0,0.0
2.3,Extracellular Fluids,Cerebrospinal Fluid,66.4683599661201,3.32323135325544
2.3,Eye (Aqueous Humor),Cerebrospinal Fluid,66.4683599661201,3.32323135325544
2.3,Eye (Choroid),Blood,58.5137305839939,2.41961300437127
2.3,Eye (Ciliary Body),Muscle,52.9141570522279,1.63916135525354
2.3,Eye (Cornea),Eye (Cornea),51.8646746620579,2.18708870563476
2.3,Eye (Iris),Muscle,52.9141570522279,1.63916135525354
2.3,Eye (Lens),Eye (Lens),34.1264979547852,1.01217123937077
2.3,Eye (Retina),Brain (Grey Matter),49.161354319532,1.70481845558181
2.3,Eye (Sclera),Eye (Sclera),52.8394638891239,1.92539093518213
2.3,Eye (Vitreous Humor),Eye (Vitrous Humor),68.3017581741505,2.36364773218649
2.3,Eye Lens (Cortex),Eye Lens (Cortex),44.791559098788,1.41468907968726
2.3,Eye Lens (Nucleus),Eye (Lens),34.1264979547852,1.01217123937077
2.3,Fat,Fat (Average Infiltrated),10.8661903779075,0.248739779602242
2.3,Fat (Average Infiltrated),Fat (Average Infiltrated),10.8661903779075,0.248739779602242
2.3,Fat (Not Infiltrated),Fat (Not Infiltrated),5.2957422099994,0.0980778792548511
2.3,Gallbladder,Gallbladder,57.7715799829168,1.95295949760721
2.3,Heart Lumen,Blood,58.5137305839939,2.41961300437127
2.3,Heart Muscle,Heart Muscle,55.1317027530536,2.13704650946203
2.3,Hippocampus,Brain (Grey Matter),49.161354319532,1.70481845558181
2.3,Hypophysis,Thyroid gland,57.4164099669961,1.85088583241513
2.3,Hypothalamus,Brain (Grey Matter),49.161354319532,1.70481845558181
2.3,Intervertebral Disc,Intervertebral Disc,39.954480190049,1.60797886440117
2.3,Kidney,Kidney,53.0902604320511,2.31251052841006
2.3,Kidney (Cortex),Kidney,53.0902604320511,2.31251052841006
2.3,Kidney (Medulla),Kidney,53.0902604320511,2.31251052841006
2.3,Large Intestine,Large Intestine,54.1517184021474,1.92409448582817
2.3,Large Intestine Lumen,Muscles,52.9141570522279,1.63916135525354
2.3,Larynx,Cartilage,39.0952164937607,1.64112520783911
2.3,Liver,Liver,43.2865056739044,1.58855737360859
2.3,Lung,Lung(Inflated),20.5773191364366,0.762900338774247
2.3,Lung (Deflated),Lung (Deflated),48.6011525745366,1.58232130641599
2.3,Lung (Inflated),Lung (Inflated),20.5773191364366,0.762900338774247
2.3,Lymph,,0.0,0.0
2.3,Lymphnode,Mesenchymal Lymph Node,51.7451334912088,1.78269801214636
2.3,Mandible,Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Medulla Oblongata,Cerebellum,45.0759527725929,2.00530484375397
2.3,Meniscus,Cartilage,39.0952164937607,1.64112520783911
2.3,Midbrain,Cerebellum,45.0759527725929,2.00530484375397
2.3,Mucous Membrane,Muscles,52.9141570522279,1.63916135525354
2.3,Muscle,Muscles,52.9141570522279,1.63916135525354
2.3,Nerve,Nerve,30.2987696125862,1.02803143787245
2.3,Ovary,Ovary,45.054302608778,2.15609680980586
2.3,Pancreas,Thyroid gland,57.4164099669961,1.85088583241513
2.3,Penis,Blood Vessel Wall,42.7158413474234,1.34293970834535
2.3,Pharynx,Air,1.0,0.0
2.3,Pineal Body,Thyroid gland,57.4164099669961,1.85088583241513
2.3,Placenta,Blood,58.5137305839939,2.41961300437127
2.3,Pons,Cerebellum,45.0759527725929,2.00530484375397
2.3,Prostate,Testis,57.787260206287,2.0486917251479
2.3,Salivary Gland,Salivary Gland,52.0880901906998,1.88966838541713
2.3,SAT (Subcutaneous Fat),Fat (Average Infiltrated),10.8661903779075,0.248739779602242
2.3,Scalp,Skin,38.1792686445832,1.3951391179093
2.3,Seminal vesicle,Testis,57.787260206287,2.0486917251479
2.3,Skin,Skin (Dry),38.1792686445832,1.3951391179093
2.3,Skull,Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Skull (Cancellous),Bone Cancellous,18.7227211574227,0.75290548022214
2.3,Skull (Cortical),Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Small Intestine,Small Intestine,54.7356696573359,3.05581923776376
2.3,Small Intestine Lumen,Muscles,52.9141570522279,1.63916135525354
2.3,Spinal Cord,Nerve,30.2987696125862,1.02803143787245
2.3,Spleen,Spleen,52.7442570051455,2.12533813378367
2.3,Stomach,Stomach,62.4013731789722,2.08225473442482
2.3,Stomach Lumen,Muscle,52.9141570522279,1.63916135525354
2.3,Tendon\Ligament,Tendon\Ligament,43.3861559527341,1.56423879382445
2.3,Testis,Testis,57.787260206287,2.0486917251479
2.3,Thalamus,Brain (Grey Matter),49.161354319532,1.70481845558181
2.3,Thymus,Thymus,51.7718330751696,1.96628428878025
2.3,Thyroid Gland,Thyroid gland,57.4164099669961,1.85088583241513
2.3,Tongue,Tongue,52.8394638897855,1.69486294272218
2.3,Tooth,Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Tooth (Dentine),Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Tooth (Enamel),Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Trachea,Trachea,39.9058749536486,1.3654747483627
2.3,Trachea Lumen,Trachea Lumen,1.0,0.0
2.3,Ureter\Urethra,Blood Vessel Wall,42.7158413474234,1.34293970834535
2.3,Urinary Bladder Wall,Urinary Bladder Wall,18.0778295794083,0.647869072678576
2.3,Urine,Urine,67.89244301528,2.72206370670638
2.3,Uterus,Uterus,58.0631479203866,2.12627649864463
2.3,Vagina,Large Intestine,54.1517184021474,1.92409448582817
2.3,Vertebrae,Bone (Cortical),11.4700692034799,0.365415618203573
2.3,Water,Water,83.5075408684867,1.19963324953033
2.35,Adrenal Gland,Adrenal Gland,48.3056800789436,1.70856145325975
2.35,Air,Air,1.0,0.0
2.35,Bile,Bile,68.4718050563718,2.71510998081152
2.35,Blood,Blood,58.4301494366414,2.46074040845502
2.35,Blood Plasma,,0.0,0.0
2.35,Blood Serum,,0.0,0.0
2.35,Blood Vessel Wall,Blood Vessel Wall,42.6542623689475,1.37328062524111
2.35,Bone (Cancellous),Bone (Cancellous),18.6641313452808,0.770198690828549
2.35,Bone (Cortical),Bone (Cortical),11.4401861751669,0.374963546588699
2.35,Bone Marrow (Red),Bone Marrow (Red),10.3633246982945,0.44101747959995
2.35,Bone Marrow (Yellow),Bone Marrow (Yellow),5.30794132035819,0.0911581987769496
2.35,Brain,Cerebellum,44.9838308636246,2.03699471171578
2.35,Brain (Grey Matter),Brain (Grey Matter),49.0771180134461,1.73869093035474
2.35,Brain (White Matter),Brain (White Matter),36.2865721691124,1.16526934493172
2.35,Breast Fat,Breast Fat,5.16597610707893,0.129876596407906
2.35,Breast Gland,Thyroid gland,57.3444517587103,1.88929164731905
2.35,Bronchi,Trachea,39.8478754570087,1.39285304940031
2.35,Bronchi lumen,Bronchi lumen,1.0,0.0
2.35,Cartilage,Cartilage,38.9864515743247,1.67897589792521
2.35,Cerebellum,Cerebellum,44.9838308636246,2.03699471171578
2.35,Cerebrospinal Fluid,Cerebrospinal Fluid,66.3936680371726,3.3673733149005
2.35,Cervix,Cervix,47.7338396766095,1.66131988342588
2.35,Commissura Anterior,Brain (White Matter),36.2865721691124,1.16526934493172
2.35,Commissura Posterior,Brain (White Matter),36.2865721691124,1.16526934493172
2.35,Connective Tissue,Tendon\Ligament,43.29807754796,1.60384975170581
2.35,Diaphragm,Muscles,52.8524366072039,1.67186348171429
2.35,Ductus Deferens,Blood Vessel Wall,42.6542623689475,1.37328062524111
2.35,Dura,Dura,42.1633280046535,1.6105681847867
2.35,Epididymis,Testis,57.7081532905624,2.08774039395223
2.35,Esophagus,Stomach,62.3202863832607,2.1243735362433
2.35,Esophagus Lumen,Esophagus Lumen,1.0,0.0
2.35,Extracellular Fluids,Cerebrospinal Fluid,66.3936680371726,3.3673733149005
2.35,Eye (Aqueous Humor),Cerebrospinal Fluid,66.3936680371726,3.3673733149005
2.35,Eye (Choroid),Blood,58.4301494366414,2.46074040845502
2.35,Eye (Ciliary Body),Muscle,52.8524366072039,1.67186348171429
2.35,Eye (Cornea),Eye (Cornea),51.7806497787417,2.22271933619865
2.35,Eye (Iris),Muscle,52.8524366072039,1.67186348171429
2.35,Eye (Lens),Eye (Lens),34.0753992861812,1.0367177544537
2.35,Eye (Retina),Brain (Grey Matter),49.0771180134461,1.73869093035474
2.35,Eye (Sclera),Eye (Sclera),52.7687181535652,1.96078828305285
2.35,Eye (Vitreous Humor),Eye (Vitrous Humor),68.2711368608715,2.40103002191166
2.35,Eye Lens (Cortex),Eye Lens (Cortex),44.7361348374567,1.44402380532132
2.35,Eye Lens (Nucleus),Eye (Lens),34.0753992861812,1.0367177544537
2.35,Fat,Fat (Average Infiltrated),10.8509218050469,0.255069563583462
2.35,Fat (Average Infiltrated),Fat (Average Infiltrated),10.8509218050469,0.255069563583462
2.35,Fat (Not Infiltrated),Fat (Not Infiltrated),5.29051070715332,0.10019985969212
2.35,Gallbladder,Gallbladder,57.7259659170528,1.98767264546208
2.35,Heart Lumen,Blood,58.4301494366414,2.46074040845502
2.35,Heart Muscle,Heart Muscle,55.024269673129,2.17627926407802
2.35,Hippocampus,Brain (Grey Matter),49.0771180134461,1.73869093035474
2.35,Hypophysis,Thyroid gland,57.3444517587103,1.88929164731905
2.35,Hypothalamus,Brain (Grey Matter),49.0771180134461,1.73869093035474
2.35,Intervertebral Disc,Intervertebral Disc,39.8689708149337,1.62616075926719
2.35,Kidney,Kidney,52.9722366808284,2.3511120342399
2.35,Kidney (Cortex),Kidney,52.9722366808284,2.3511120342399
2.35,Kidney (Medulla),Kidney,52.9722366808284,2.3511120342399
2.35,Large Intestine,Large Intestine,54.0597355579362,1.96169300492116
2.35,Large Intestine Lumen,Muscles,52.8524366072039,1.67186348171429
2.35,Larynx,Cartilage,38.9864515743247,1.67897589792521
2.35,Liver,Liver,43.2015549171166,1.62078021774781
2.35,Lung,Lung(Inflated),20.5434777450831,0.776481030708964
2.35,Lung (Deflated),Lung (Deflated),48.5273236569554,1.6152610018151
2.35,Lung (Inflated),Lung (Inflated),20.5434777450831,0.776481030708964
2.35,Lymph,,0.0,0.0
2.35,Lymphnode,Mesenchymal Lymph Node,51.682286979791,1.81553902361411
2.35,Mandible,Bone (Cortical),11.4401861751669,0.374963546588699
